m394900_0000|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
m394902_0000|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
c6001_9000|2|-36.127483|456.967285|-74.288567|0.000000|-146.113998|0.000000|1.000000|1.000000|1.000000
c6001_9001|2|-37.602482|457.476440|-72.595566|0.000000|-127.744003|0.000000|1.000000|1.000000|1.000000
c6001_9002|2|-35.883480|457.246948|-72.241562|0.000000|-161.763000|0.000000|1.000000|1.000000|1.000000
c6001_9003|2|-98.102097|460.935120|-94.465347|0.000000|-146.113998|0.000000|1.000000|1.000000|1.000000
c6001_9004|2|-99.577103|461.091522|-92.772346|0.000000|-127.744003|0.000000|1.000000|1.000000|1.000000
c6001_9005|2|-97.858101|460.866119|-92.418350|0.000000|-161.763000|0.000000|1.000000|1.000000|1.000000
c6100_9000|2|-19.296000|454.696350|-119.086998|-0.301000|99.936996|-0.000000|1.000000|1.000000|1.000000
c6100_9001|2|-16.735001|454.404541|-118.876999|0.000000|96.402000|0.000000|1.000000|1.000000|1.000000
c6100_9002|2|-17.820999|454.469727|-117.429001|-5.962000|64.488998|0.000000|1.000000|1.000000|1.000000
c6100_9003|2|-80.253998|455.849884|-124.529999|0.000000|99.936996|0.000000|1.000000|1.000000|1.000000
c6100_9004|2|-77.691002|455.794830|-124.319000|-0.609000|96.402000|-0.000000|1.000000|1.000000|1.000000
c6100_9005|2|-78.778000|455.947754|-122.871002|0.000000|64.488998|0.000000|1.000000|1.000000|1.000000
h394900|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
h394950|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
h394951|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
h394952|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
h394900_0000|11|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
AEG001_290_7024|13|8.427124|454.271149|-107.579414|1.087667|127.918488|-4.562189|1.000000|1.000000|1.000000
AEG001_290_7025|13|-15.495643|454.947540|-99.870117|0.272579|-142.447647|1.618564|1.000000|1.000000|1.000000
AEG001_290_7026|13|-63.195103|455.504395|-124.874641|-1.406985|43.094261|-1.051000|1.000000|1.000000|1.000000
AEG001_290_7027|13|-110.636772|457.757843|-113.706779|-1.556402|42.790810|-5.369756|1.000000|1.000000|1.000000
AEG001_290_7028|13|-110.852669|457.246826|-119.498795|5.634660|132.921097|-2.419532|1.000000|1.000000|1.000000
