m535500_0000|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
m535501_0000|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
m535502_0000|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
c4161_9000|2|61.863998|1634.699951|101.638000|0.000000|-165.845001|0.000000|1.000000|1.000000|1.000000
c4161_9001|2|19.879000|1641.555054|109.067001|0.000000|30.278000|-0.000000|1.000000|1.000000|1.000000
c4550_9000|2|-114.307999|1657.218018|112.924004|0.000000|19.368999|0.000000|1.000000|1.000000|1.000000
c4550_9001|2|-45.879002|1655.061035|109.156998|0.000000|137.908005|0.000000|1.000000|1.000000|1.000000
c4550_9002|2|-83.905998|1655.713989|108.424004|0.000000|-45.962002|0.000000|1.000000|1.000000|1.000000
c6001_9000|2|-49.159000|1671.417969|116.507004|0.000000|-23.664000|0.000000|1.000000|1.000000|1.000000
c6001_9001|2|-50.389999|1671.317993|116.894997|0.000000|0.899000|0.000000|1.000000|1.000000|1.000000
c6001_9005|2|11.922000|1642.822998|80.750000|0.000000|10.899000|0.000000|1.000000|1.000000|1.000000
c6001_9006|2|119.121002|1634.822998|87.392998|0.000000|176.335999|0.000000|1.000000|1.000000|1.000000
h535500|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
h535502|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
h535521|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
h535550|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
h535551|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
h535552|5|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|1.000000|1.000000|1.000000
AEG001_373_7000|13|-75.978531|1669.356934|127.454819|4.225919|-94.130089|6.113565|1.000000|1.000000|1.000000
AEG001_373_7001|13|-117.636940|1655.161377|120.446823|2.388353|175.633224|5.040078|1.000000|1.000000|1.000000
AEG001_373_7002|13|-87.581177|1655.890381|124.564240|1.057969|23.351210|-2.451580|1.000000|1.000000|1.000000
AEG001_373_7003|13|-77.233307|1655.279907|106.886658|-0.945599|-135.115921|3.645382|1.000000|1.000000|1.000000
AEG001_373_7004|13|-86.987823|1655.659668|91.097717|1.359699|134.989151|0.364431|1.000000|1.000000|1.000000
AEG001_373_7005|13|-65.836990|1653.892212|90.717911|0.104775|9.980853|-2.638959|1.000000|1.000000|1.000000
AEG001_373_7006|13|-53.088226|1653.112183|109.329865|2.002721|168.229797|6.058188|1.000000|1.000000|1.000000
AEG001_373_7007|13|-32.679775|1649.996460|100.994064|-8.647807|-138.994263|4.153383|1.000000|1.000000|1.000000
AEG001_373_7008|13|-11.305664|1647.602051|120.578873|5.953547|165.795792|8.209094|1.000000|1.000000|1.000000
AEG001_373_7009|13|4.632478|1643.848755|95.251259|-9.503268|-65.013756|-9.860248|1.000000|1.000000|1.000000
AEG001_373_7010|13|22.251282|1640.708618|102.297928|7.616862|119.563515|3.794938|1.000000|1.000000|1.000000
AEG001_373_7011|13|60.891327|1634.660278|112.200859|0.720612|13.987350|-9.588385|1.000000|1.000000|1.000000
AEG001_373_7012|13|49.198975|1636.503662|112.573959|-9.154003|-77.414017|-2.389454|1.000000|1.000000|1.000000
AEG001_373_7013|13|91.861275|1630.474487|118.085251|-3.661866|-166.457718|9.211630|1.000000|1.000000|1.000000
AEG001_373_7014|13|93.793983|1630.075928|112.165993|7.110281|132.322586|6.075863|1.000000|1.000000|1.000000
AEG001_373_7015|13|122.621117|1627.861816|92.662613|15.901963|42.048237|-1.910731|1.000000|1.000000|1.000000
AEG001_373_7016|13|110.861259|1633.210449|85.928436|8.211779|42.002235|8.977928|1.000000|1.000000|1.000000
AEG001_373_7017|13|85.859024|1631.297852|96.992340|5.033877|27.303013|-5.786212|1.000000|1.000000|1.000000
AEG001_373_7018|13|75.511154|1633.116333|97.818718|-0.948874|170.001617|15.721539|1.000000|1.000000|1.000000
